id,prompt,correct_answer,sources,baseline_answer,tuned_answer,rag_answer,rag_bertscore
GRESt-AT-005,"Ein Ehepaar erwirbt gemeinsam ein Grundstück, um darauf ein Einfamilienhaus als gemeinsamen Hauptwohnsitz zu errichten. Die geplante Wohnnutzfläche beträgt 140 m². Ist dieser Erwerb von der Grunderwerbsteuer befreit?","Ja, gemäß § 3 Abs. 1 Z 7 GrEStG ist der Erwerb unter Lebenden durch Ehegatten zur gleichteiligen Anschaffung einer Wohnstätte steuerfrei, sofern die Wohnnutzfläche 150 m² nicht übersteigt und das dringende Wohnbedürfnis dort befriedigt wird. Die Befreiung bleibt nur aufrechterhalten, wenn die Wohnstätte innerhalb von drei Monaten nach Fertigstellung bezogen und fünf Jahre lang ohne Änderung der Eigentumsverhältnisse benützt wird.","§ 3 Abs. 1 Z 2 lit. f GrEStG 1987, § 3 Abs. 1 Z 7 GrEStG 1987","Die Grunderwerbsteuer ist grundsätzlich auf Grundstückskaufverträge anzuwenden. Der Erwerb eines Grundstücks, um darauf ein Einfamilienhaus als gemeinsamen Hauptwohnsitz zu errichten, ist jedoch von der Grunderwerbsteuer befreit, wenn die Wohnnutzfläche 120 m² nicht überschreitet. Da die geplante Wohnnutzfläche 140 m² beträgt, ist dieser Erwerb nicht von der Grunderwerbsteuer befreit.","Ja. Gemäß § 27 Abs. 1 Z 1 EStG 1988 gilt die Grunderwerbsteuer für das Einfamilienhaus als befreit, wenn die geplante Wohnnutzfläche von 140 m² nicht über 1.000 m² liegt.",esetzesnummer=10004873&ShowPrintPreview=True,0.724125862121582
GRESt-AT-006,"Nach dem Tod eines Mannes erbt seine eingetragene Partnerin dessen Anteil an der gemeinsamen Eigentumswohnung (120 m² Wohnnutzfläche), in der beide bis zuletzt gelebt haben. Fällt für diesen Erwerb von Todes wegen Grunderwerbsteuer an?","Nein. Gemäß § 3 Abs. 1 Z 7a GrEStG ist der Erwerb einer Wohnstätte durch Erbanfall durch den überlebenden Partner steuerfrei, wenn die Wohnnutzfläche nicht mehr als 150 m² beträgt und die Wohnung dem Erwerber zum Zeitpunkt des Todes bereits als Hauptwohnsitz gedient hat.",§ 3 Abs. 1 Z 7a GrEStG 1987,"Ja, Grunderwerbsteuer fällt an. Die Grunderwerbsteuer ist eine Steuer, die auf den Erwerb von Grundstücken, also auch von Eigentumswohnungen, erhoben wird. Der Erwerb von Todes wegen ist ein Grundstückskauf, daher ist die Grunderwerbsteuer anfällig.","Ja. Der Erwerb des Anteils an der Wohnwohnung nach Todesfall gilt als Grunderwerbsteuer. Der Erwerb von 120 m² Wohnnutzfläche zählt zu den Grundstücksbereichen, die gemäß § 27 EStG 1988 als Grunderwerbsteuer steuerfrei sind",swertes abgezogen wird.,0.7753485441207886
GRESt-AT-007,"Zwei Miteigentümer einer Liegenschaft (Anteile je 50%) beschließen, das Grundstück real zu teilen. Nach der Teilung erhält jeder ein physisches Teilstück, dessen Wert exakt 50% des Gesamtwertes entspricht. Fällt hierfür Steuer an?","Nein. Gemäß § 3 Abs. 2 GrEStG wird die Steuer bei einer Flächenteilung unter Miteigentümern nicht erhoben, soweit der Wert des erhaltenen Teilgrundstücks dem bisherigen Bruchteil am gesamten Grundstück entspricht.",§ 3 Abs. 2 GrEStG 1987,"Ja, es fällt Einkommensteuer an. Die Teilung einer Liegenschaft gilt als Veräußerung von Grundstücksteilen und unterliegt der Einkommensteuer. Die Steuer ist auf die Hälfte des Gesamtwertes der Liegenschaft zu leisten, da jeder Miteigentümer 50% des Gesamtwertes erhält.","Nein. Da die Miteigentümer jeweils ein physisches Teilstück erhalten, das exakt 50% des Gesamtwertes entspricht, gilt das nicht als realer Teilsatz. Die ursprünglichen Anteile von 50% sind nicht mehr relevant, da sie nicht mehr bestehen, was für die Ermitt","werber des Grundstücks, die sich in dem Grundstück aufgenommen hat, sind nicht zu berücksichtigen.",0.8234345316886902
GRESt-AT-008,Ein 60-jähriger Unternehmer überträgt seinen Gewerbebetrieb unentgeltlich an seine Tochter. Zum Betriebsvermögen gehört eine Betriebsliegenschaft im Wert von 1.200.000 Euro. Welcher Betrag bleibt steuerfrei und welche Bedingung muss die Tochter erfüllen?,"Ein Betrag von 900.000 Euro bleibt als Freibetrag steuerfrei (§ 3 Abs. 1 Z 2 lit. c). Die Tochter muss den Betrieb zudem mindestens fünf Jahre lang fortführen. Überträgt sie den Betrieb oder wesentliche Grundlagen innerhalb dieser Frist entgeltlich oder unentgeltlich oder gibt sie den Betrieb auf, wird die Steuer nacherhoben.","§ 3 Abs. 1 Z 2 lit. c GrEStG 1987, § 3 Abs. 1 Z 2 lit. f GrEStG 1987","Der Betrag von 1.200.000 Euro bleibt steuerfrei, wenn die Tochter die Betriebsliegenschaft innerhalb von 10 Jahren nicht veräußt oder veräußert, aber wieder einsteht.","Der Betrag von 1.200.000 Euro bleibt steuerfrei. Die Tochter muss die Betriebsliegenschaft unentgeltlich übertragen, was gemäß § 27 Abs. 1 Z 1 EStG 1988 eine unentgeltliche Übertragung ist.","steuerfreien Betrag an die Leistungsempfänger überwiesen wird, soweit die Leistung nicht mit dem Leistungsempfänger selbst verbunden ist. (3)Der Unternehmer kann auch eine steuerfreie Kreditgewährung nach § 6 Abs. 1 Z 8 lit. b erwerblich nutzen, soweit die Kreditgewährung nicht mit dem Erwerb oder der Abwicklung des Vertrages verbunden ist. (4)Der Unternehmer kann auch eine steuerfreie Kreditgew",0.8126571774482727
GRESt-AT-009,Wann tritt bei einem Erwerbsvorgang der Grundstückswert an die Stelle der Gegenleistung (Kaufpreis) als Bemessungsgrundlage?,"Gemäß § 4 Abs. 1 GrEStG ist der Wert der Gegenleistung als Bemessungsgrundlage heranzuziehen, aber mindestens der Grundstückswert.",§ 4 Abs. 1 GrEStG 1987,"Der Grundstückswert tritt an die Stelle der Gegenleistung (Kaufpreis) als Bemessungsgrundlage, wenn der Grundstückskauf innerhalb von 6 Monaten nach dem Erwerb des Grundstücks erfolgt.","Der Grundstückswert tritt an, wenn der Gegenleistung (Kaufpreis) nach § 25 EStG 1988 höchstens 1 Jahr nach dem Kauf ansteigt.",letzten fünf Jahre des vorherigen Jahres Bezug zu nehmen.,0.7724679112434387
GRESt-AT-010,"Ein Käufer erwirbt ein Grundstück, auf dem er sich verpflichtet, innerhalb von zwei Jahren ein Haus durch einen vom Verkäufer bestimmten Generalunternehmer bauen zu lassen (Bauherrenmodell). Worauf wird die Steuer berechnet?","In diesem Fall umfasst die Gegenleistung gemäß § 5 Abs. 1 Z 1 GrEStG nicht nur den Grundpreis, sondern auch die Baukosten des Hauses. Da der Käufer an ein fertiges Projekt gebunden ist, gilt das Gebäude als miterworben.",§ 5 Abs. 1 Z 1 GrEStG 1987,Die Steuer wird auf den Kaufpreis des Grundstücks berechnet.,Die Steuer wird auf der Grundlage des Bauherrenmodells (§ 27 EStG 1988) berechnet. Die Bautätigkeit ist gemäß § 27 Abs. 2 Z 1 BAO (Bundes-Steuer-Abgaben-Verordnung) als Einkünfte aus Bautätigkeit zu behandeln. Die B,"werber des Grundstücks, die sich in dem Grundstück aufgenommen hat, sind nicht zu berücksichtigen.",0.8037508130073547
GRESt-AT-011,Ein Käufer übernimmt beim Kauf eines Hauses eine darauf lastende Hypothek des Verkäufers. Gehört diese Hypothek zur Bemessungsgrundlage der Steuer?,Ja. Gemäß § 5 Abs. 2 Z 2 GrEStG gehören zur Gegenleistung auch die vom Käufer übernommenen Verpflichtungen des Verkäufers. Die übernommene Schuld wird zum Kaufpreis addiert.,§ 5 Abs. 2 Z 2 GrEStG 1987,"Ja, die Hypothek gehört zur Bemessungsgrundlage der Steuer.",Nein. Die Hypothek gehört nicht zur Bemessungsgrundlage der Steuer.,"werber des Grundstücks, die sich in dem Grundstück aufgenommen hat, sind nicht zu berücksichtigen.",0.8010765314102173
GRESt-AT-012,Ein Vater schenkt seiner Tochter ein Grundstück mit einem Grundstückswert von 450.000 Euro. Wie hoch ist der Steuersatz für diesen Erwerb im Familienverband?,"Gemäß § 7 Abs. 1 Z 1 GrEStG gilt für unentgeltliche Erwerbe im Familienverband ein Stufentarif: Für die ersten 250.000 Euro beträgt der Steuersatz 0,5 %, für die nächsten 150.000 Euro (bis 400.000 Euro) 2,0 % und darüber hinaus 3,5 %. Die Steuer berechnet sich somit aus: (250.000 * 0,5%) + (150.000 * 2,0%) + (50.000 * 3,5%) = 6000 Euro.","§ 7 Abs. 1 Z 1 lit. a GrEStG 1987, § 7 Abs. 1 Z 1 lit. c GrEStG 1987","Der Steuersatz für den Erwerb eines Grundstücks im Familienverband beträgt 0 %. Ein Grundstück, das von einem Elternteil an einen Familienmitglied übergeben wird, ist steuerfrei.",Der Erwerb des Grundstücks von 450.000 Euro unterliegt der Einkünftesteuer. Der Grundstückswert von 450.000 Euro beträgt 450.000 Euro. Der Erwerb von 450.000 Euro unterliegt der Einkünftesteuer. Der Erwerb von 450.000 Euro unterlie,"stücke, die nach dem 31.12.1972 erworben wurden, b)Die Erwerbshandlung ist abgeschlossen, wenn der Erwerber die Grundstücke nicht mehr als Eigentümer besitzt, c)Die Erwerbshandlung ist abgeschlossen, wenn der Erwerber die Grundstücke nicht mehr als Eigentümer besitzt und die Grundstücke nicht mehr als Eigentümer verkaufen oder verleihen, d)Die Erwerbshandlung ist",0.7648963928222656
GRESt-AT-013,Ein landwirtschaftlicher Betrieb wird an einen Fremden (nicht Familienkreis) verkauft. Welcher Steuersatz kommt zur Anwendung?,"Bei land- und forstwirtschaftlichen Grundstücken beträgt der Steuersatz gemäß § 7 Abs. 1 Z 3 GrEStG immer 3,5 % vom Wert der Gegenleistung, sofern keine Befreiung (z. B. Betriebsübergabe im Familienkreis) vorliegt.",§ 7 Abs. 1 Z 3 GrEStG 1987,Der Steuersatz für den Verkauf eines landwirtschaftlichen Betriebs an einen Fremden beträgt 20 %.,"Der Steuersatz, der für den Verkauf von landwirtschaftlich genutzten Betriebsteilen an einen nicht Familienmitglied gilt, ist der 7. Steuer auf Einkünfte aus nichtselbständiger Arbeit (§ 27 EStG 1988).",ommensteuergesetzes geltenden Vorschriften erfüllen.,0.7946375012397766
GRESt-AT-014,Wann genau entsteht die Steuerschuld bei einem gewöhnlichen Kaufvertrag über eine Immobilie?,"Die Steuerschuld entsteht gemäß § 8 Abs. 1 GrEStG in dem Zeitpunkt, in dem der steuerpflichtige Rechtsvorgang verwirklicht wird. Bei einem Kaufvertrag ist dies bereits der Zeitpunkt des Vertragsabschlusses (Unterschrift), nicht erst die spätere Eintragung im Grundbuch.",§ 8 Abs. 1 GrEStG 1987,Die Steuerschuld entsteht bei einem gewöhnlichen Kaufvertrag über eine Immobilie mit der Einbringung der Kaufsumme in das Eigentum des Käufers.,"Die Steuerschuld entsteht erst, wenn der Käufer die Immobilie innerhalb von 12 Monaten veräußert hat.","enden, die nach dem 31. Dezember 2011 verwirklicht werden oder wenn der Erblasser nach dem 31. Dezember 2011 verstorben ist.",0.8046031594276428
GRESt-AT-015,Ein Käufer und ein Verkäufer schließen einen Kaufvertrag über eine Eigentumswohnung ab. Wer ist gegenüber dem Finanzamt für die Zahlung der Grunderwerbsteuer verantwortlich?,"Gemäß § 13 Abs. 1 GrEStG sind die am Erwerbsvorgang beteiligten Personen (Käufer und Verkäufer) Steuerschuldner. Sie haften als Gesamtschuldner. Das bedeutet, das Finanzamt kann sich die Steuer von jedem der beiden Vertragspartner in voller Höhe holen, auch wenn im Vertrag vereinbart wurde, dass der Käufer die Steuer trägt.",§ 13 Abs. 1 GrEStG 1987,Der Käufer ist gegenüber dem Finanzamt für die Zahlung der Grunderwerbsteuer verantwortlich.,Der Verkäufer ist gegenüber dem Finanzamt für die Zahlung der Grunderwerbsteuer verantwortlich.,"werber des Grundstücks, die sich in dem Grundstück aufgenommen hat, sind nicht zu berücksichtigen.",0.790785551071167
GRESt-AT-016,Ein Kaufvertrag über ein Grundstück wird ein Jahr nach Abschluss im beiderseitigen Einvernehmen wieder aufgehoben. Kann die bereits gezahlte Grunderwerbsteuer zurückgefordert werden?,"Ja. Gemäß § 17 Abs. 1 Z 1 GrEStG wird die Steuer auf Antrag nicht festgesetzt oder die Festsetzung aufgehoben, wenn der Erwerbsvorgang innerhalb von drei Jahren seit der Entstehung der Steuerschuld durch Vereinbarung oder durch Ausübung eines vorbehaltenen Rücktrittsrechtes rückgängig gemacht wird.",§ 17 Abs. 1 Z 1 GrEStG 1987,Die Grunderwerbsteuer ist nach der Einigung der Parteien auf die Aufhebung des Kaufvertrages nicht mehr zurückzufordern. Die Grunderwerbsteuer ist nach der Einigung der Parteien auf die Aufhebung des Kaufvertrages nicht mehr zurückzufordern.,"Ja. Die Grunderwerbsteuer kann nach § 27 EStG 1988 zurückgefordert werden, wenn ein Vertrag im beiderseitigen Einvernehmen aufgehoben wird und der Vertragserwerb im beiderseitigen Einvernehmen nicht ausgeschlossen ist.","mt, wenn die Verstöße gegen die Verordnung, die die Verjährungsfrist einleiten, aufgehoben werden.",0.8224811553955078
GRESt-AT-017,Binnen welcher Frist muss ein steuerpflichtiger Erwerbsvorgang dem Finanzamt angezeigt werden?,Gemäß § 10 Abs. 1 GrEStG ist jeder steuerpflichtige Erwerbsvorgang bis zum 15. Tag des auf das Entstehen der Steuerschuld zweitfolgenden Monats beim Finanzamt anzuzeigen (sofern keine Selbstberechnung durch Notar/Anwalt erfolgt).,§ 10 Abs. 1 GrEStG 1987,Ein steuerpflichtiger Erwerbsvorgang muss innerhalb von 30 Tagen dem Finanzamt angezeigt werden.,Binnen 30 Tagen nach Einkunftsverfolgung.,"Verbrauchsteuern, festen Stempelgebühren oder von anderen Abgaben nicht festlegen, kann die Abgabenbehörde die Festsetzung der Steuermeßbeträge nach Maßgabe der nachstehenden Bestimmungen festlegen. (2) Die Steuermeßbeträge können auf Grund von Verbrauchsteuern, festen Stempelgebühren oder von anderen Abgaben festgesetzt werden, die die Abgabenbehörde für die Dauer der Abgaben festlegt. (3) Die Ste",0.7914292216300964
GRESt-AT-018,Ein Grundstück wird im Rahmen einer Zwangsversteigerung erworben. Was bildet hier die Bemessungsgrundlage für die Grunderwerbsteuer?,Gemäß § 5 Abs. 1 Z 4 GrEStG ist beim Erwerb im Versteigerungsverfahren das Meistgebot einschließlich der bestehen bleibenden Rechte die Gegenleistung.,§ 5 Abs. 1 Z 4 GrEStG 1987,Die Bemessungsgrundlage für die Grunderwerbsteuer bei einer Zwangsversteigerung ist der Verkehrswert des Grundstücks.,"Die Bemessungsgrundlage für die Grunderwerbsteuer bildet der Grundsteuerbetrag des Grundstücks, der bei der Zwangsversteigerung gemessen wird.","werber des Grundstücks, die sich in dem Grundstück aufgenommen hat, sind nicht zu berücksichtigen.",0.7827556133270264
GRESt-AT-019,"Eine Mutter möchte ihrem Sohn ein unbebautes Grundstück in Niederösterreich schenken. Der offiziell berechnete Grundstückswert für diese Liegenschaft beträgt 350.000 Euro. Da es sich um eine reine Schenkung innerhalb der Familie handelt, fließt keine Gegenleistung (kein Kaufpreis). Wie hoch ist die Grunderwerbsteuer, die für diesen Erwerbsvorgang an das Finanzamt abgeführt werden muss?","Gemäß § 7 Abs. 1 Z 2 lit. a GrEStG ist bei unentgeltlichen Erwerb von Grundstücken für die ersten 250.000 Euro ein Steuersatz von 0,5%, für die nächsten 150.000 Euro ein Steuersatz von 2% und darüber hinaus ein Steuersatz von 3,5% anzuwenden.",§ 7 Abs. 1 Z 2 lit. a GrEStG 1987,"Die Grunderwerbsteuer beträgt 3,5 % des Grundstücksvermögens. 

Für das Grundstück mit einem Wert von 350.000 Euro beträgt die Grunderwerbsteuer also 350.000 Euro * 3,5 % = 12.250 Euro.","Die Grunderwerbsteuer für den Erwerb des Grundstücks beträgt 25 % des Grundstückswertes, da der Erwerb innerhalb der Familie erfolgt. Da der offiziell berechnete Grundstückswert 350.000 Euro beträgt, beträgt die Grunderwerbsteuer 25 %",", hh) Einkünfte, die nach Artikel 18 in der Republik Österreich besteuert werden dürfen, ii) Einkünfte, die nach Artikel 19 in der Republik Österreich besteuert werden dürfen, iii) Einkünfte, die nach Artikel 20 in der Republik Österreich besteuert werden dürfen, iv) Einkünfte, die nach Artikel 21 in der Republik Österreich besteuert werden dürfen, v) Einkünfte, die nach Artikel 22 in der Republik Österreich best",0.7560222148895264
GRESt-AT-020,Ein Grundstückseigentümer räumt einem Dritten ein Baurecht für 50 Jahre ein. Der Baurechtberechtigte zahlt dafür einen monatlichen Bauzins. Wie wird die Grunderwerbsteuer für die Einräumung dieses Baurechtes bemessen?,"Da das Baurecht gemäß § 2 Abs. 2 Z 1 GrEStG einem Grundstück gleichsteht, ist die Einräumung steuerpflichtig. Als Gegenleistung gilt gemäß § 5 Abs. 1 GrEStG der Wert der Bauzinse für die gesamte Dauer des Baurechtes. Dieser Wert wird nach den Regeln des Bewertungsgesetzes (kapitalisierter Wert der wiederkehrenden Leistungen) ermittelt.","§ 2 Abs. 2 Z 1 GrEStG 1987, § 5 Abs. 1 GrEStG 1987","Die Grunderwerbsteuer (GESt) wird nach dem Bundes-Immobiliengesetz (B-ImlG) bemessen. 

Die Einräumung eines Baurechtes für 50 Jahre ist als Rechtsmehrung im Sinne des § 1 Abs. 1 lit. a B-ImlG anzusehen. 

Die Grunderwerbsteuer wird nach dem Wert der Rechtsmehrung berechnet. Der Wert der Rechtsmehrung ist der Wert des Grundstücks, der sich aus dem Wert des Baurechtes für 50 Jahre ergibt. 

Der Wert des Baurechtes für 50 Jahre wird durch den Bau","Die Grunderwerbsteuer für die Einräumung des Baurechtes beträgt 1 % des Grundsteuerbetrags. Da der Baurechtberechtigte einen monatlichen Bauzins zahlt, beträgt die Grunderwerbsteuer 1 % des monatlichen Bauzinsbetrags. Da der Bau",die Mieten für die Laufzeit des Herstellungsaufwandes auf die Laufzeit der Mieten angewandt werden.,0.8144681453704834
GRESt-AT-021,Unterliegt die Abtretung der Rechte aus einem verbindlichen Kaufanbot für ein Grundstück der Grunderwerbsteuer?,"Ja. Gemäß § 1 Abs. 1 Z 4 GrEStG unterliegt ein Rechtsgeschäft, das den Anspruch auf Abtretung der Rechte aus einem Kaufanbot begründet, der Grunderwerbsteuer. Dem Kaufanbot steht ein Anbot zum Abschluss eines anderen Vertrages gleich.",§ 1 Abs. 1 Z 4 GrEStG 1987,"Ja, die Abtretung der Rechte aus einem verbindlichen Kaufanbot unterliegt der Grunderwerbsteuer.",Ja. Die Abtretung der Rechte aus einem verbindlichen Kaufanbot für ein Grundstück unterliegt der Grunderwerbsteuer.,"leistung dafür gewährt, dass sie auf den Erwerb des Grundstückes verzichten, 3.Leistungen, die auf dem Grundstück verwehrt werden, 4.Leistungen, die auf dem Grundstück verwehrt werden, 5.Leistungen, die auf dem Grundstück verwehrt werden, 6.Leistungen, die auf dem Grundstück verwehrt werden, 7.Leistungen, die auf dem Grundstück verwehrt werden, 8.Leistungen, die auf",0.790975034236908
GRESt-AT-022,"Ein Investor kauft über die Wiener Börse 80% der Aktien einer börsennotierten AG, die inländischen Grundbesitz hat. Löst dieser Aktienkauf Grunderwerbsteuer für die Grundstücke der AG aus?","Nein. Gemäß § 1 Abs. 3 Z 3 GrEStG sind Übergänge von Anteilen an Kapitalgesellschaften für die Besteuerung der Anteilsvereinigung außer Acht zu lassen, soweit diese an einer Wertpapierbörse (geregelter Markt) gehandelt werden.",§ 1 Abs. 3 Z 3 GrEStG 1987,"Ja, der Aktienkauf löst Grunderwerbsteuer (GEG) für die Grundstücke der AG aus. Die Grunderwerbsteuer ist eine Vermögenssteuer, die auf den Wert der Grundstücke erhoben wird, wenn ein Dritter (hier der Investor) den Grundbesitz eines anderen (hier der AG) erwirbt. Der Aktienkauf löst die Grunderwerbsteuer aus, da der Investor durch den Aktienkauf den Grundbesitz der AG indirekt erwirbt.","Ja. Der Käufer der Aktien ist der Grundstückseigentümer der AG. Der Käufer übernimmt die Beteiligung an der AG, die 80% der Aktien sind. Der Käufer ist der Inhaber der Grundstücke, die er über die Börse kauft. Der Käu",") Der Freibetrag (Freibetragsteil gemäß lit. d) beträgt in der Regel 1/4 des Betriebes, vorausgesetzt der Betrieb beträgt mindestens 1/4 des gesamten Betriebes.",0.7939944863319397
