id,prompt,model_answer
ESTG-NEW-016,"Herr Novak betreibt eine Einzelfirma (Gewerbebetrieb) und hält privat 20 ETH, die er 2023 zu EUR 1.500/Stück angeschafft hat. Im Jänner 2026 transferiert er die 20 ETH in das Wallet seiner Einzelfirma, um sie dort als Liquiditätsreserve zu verwenden. Der Marktwert zum Zeitpunkt der Einlage beträgt EUR 3.200 pro ETH. Herr Novak entnimmt im Juni 2026 10 ETH aus dem Betriebsvermögen zurück in sein Privatvermögen (Marktwert EUR 3.500/ETH) und verkauft im September 2026 die 10 entnommenen ETH zu EUR 3.800/ETH. Welche steuerlichen Folgen ergeben sich aus der Einlage, der Entnahme und dem Verkauf?","Es gibt verschiedene Steuern, die für diese Handlungen relevant sind:

1. **Steuer auf den Eingang von ETH**: 
   - Die Anlage von ETH in Ihr Privatvermögen ist nicht direkt steuergerecht. Sie wird jedoch möglicherweise als ""Investition"" oder ""Verwendung des Vermögens"" gesehen und könnte daher Steuern entstehen.

2. **Steuer auf den Einnahmefaktor**:
   - Wenn Sie den ETH in Ihr Privatvermögen übertragen haben, könnten Sie möglicherweise einen Einnahmefaktor (EFA) für den Wert der ETH verlangen. Dies würde"
ESTG-NEW-017,"Frau Wimmer erbt im März 2026 von ihrer verstorbenen Tante 3 BTC. Die Tante hatte die BTC im Februar 2021 zu EUR 35.000 pro Stück angeschafft (also vor dem Stichtag 1. März 2021 für die Übergangsregelung des ökologisch-sozialen Steuerreformgesetzes 2022). Der Marktwert zum Todestag beträgt EUR 68.000 pro BTC. Frau Wimmer verkauft im Juni 2026 alle 3 BTC zu EUR 70.000. Wie sind die Anschaffungskosten zu bestimmen, und ist der Verkauf steuerpflichtig?","Es gibt einige wichtige Punkte zu berücksichtigen:

1. **Anschaffungskosten**: 
   - Die Anschaffungskosten sind in diesem Fall nicht direkt relevant, da sie bei der Erhaltungsvorlage keine Rolle spielen.
   - Sie werden jedoch in den Kosten für das Steuererwerb eingerechnet.

2. **Steuerpflichtigkeit des Verkaufs**:
   - Ja, der Verkauf ist steuerpflichtig. Es handelt sich um eine Transaktion mit einem Wert über 14.000 Euro, was unter bestimmten Bedingungen als transaktionsbedingtsteuerbar gilt.
   - Die Steuer"
ESTG-NEW-018,"Herr Zach hält Token auf einer zentralisierten Kryptobörse (CEX). Im April 2026 wird die Börse insolvent und der Zugang zu den Guthaben wird gesperrt. Herr Zach hält 15 ETH mit Anschaffungskosten von EUR 2.400/ETH (Gesamtwert zum Zeitpunkt der Insolvenz: ca. EUR 48.000). Im Insolvenzverfahren wird eine Quote von 20 % angekündigt. Herr Zach erhält schließlich im Oktober 2026 eine Zahlung von EUR 9.600 (= 20 % von EUR 48.000). Er möchte den Verlust steuerlich geltend machen. Kann er einen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen, und wenn ja, in welcher Höhe und zu welchem Zeitpunkt?","Ja, Herr Zach kann seinen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen. Hier sind die grundlegenden Schritte:

1. **Erkenne den Verlust**: Der Verlust ist klar, da Herr Zach seine Guthaben nicht mehr an der Kryptobörse besitzt.

2. **Identifiziere das Verbrechen**: Die Tatsache, dass Herr Zach seine Guthaben verloren hat, kann als ""Verbrechen"" betrachtet werden, da es sich um eine unerwartete Veränderung des Zustands eines Eigentums handelt.

3. **Bestimme die Höhe des Verlusts**:"
ESTG-NEW-019,"Herr Brandstätter ist österreichischer Steuerresident und besitzt Aktien der US-amerikanischen Y-Corp. Im August 2026 führt Y-Corp einen ‚Reverse Stock Split' 1:10 durch (10 alte Aktien werden zu 1 neuen zusammengelegt). Herr Brandstätter hielt 1.000 Aktien (Anschaffungskosten EUR 5/Stück = EUR 5.000) und hält nach dem Reverse Split 100 Aktien. Für seine 5 ‚überschüssigen' Aktien (da er 1.005 Aktien hatte, wovon 5 nicht glatt teilbar sind) erhält er eine Barabfindung von EUR 250. Herr Brandstätter ist der Ansicht, dass der gesamte Reverse Split kein steuerlich relevanter Vorgang ist. Stimmt das?","Ja, stimmt es.

Der Reverse Stock Split hat keine steuerlichen Relevanz für den Steuerresidenten, da er die Aktien nicht mehr versteuert. Der Steuerrechtliche Grund dafür lautet:

1. **Steuereinschränkungen bei Veränderungen in der Aktiebestimmung**: Die EU-Gesetzgebung (EU Directives) bestimmt, dass Steuerresidenteinfligungsverhältnisse nur an die aktuelle Aktiebestimmung gebunden sind. Eine Veränderung der Aktiebestimmung (wie ein Reverse Stock Split) kann daher keine steuerlichen Auswirkungen haben.

2. **Steuerrelev"
ESTG-NEW-020,"Frau Kern betreibt seit 2025 Staking auf der Polkadot-Blockchain. Ihre Staking-Rewards werden im Polkadot-Netzwerk automatisch re-staked (‚Compounding'), d.h. die Rewards werden ohne aktives Zutun direkt wieder dem Staking zugeführt. Im Jahr 2026 hätte Frau Kern insgesamt 500 DOT an Rewards erhalten, die alle automatisch re-staked wurden. Sie hat die Rewards nie in ihrer frei verfügbaren Wallet erhalten. Der Marktwert der 500 DOT zum jeweiligen Gutschriftzeitpunkt beträgt insgesamt EUR 3.400. Im Dezember 2026 beendet Frau Kern das Staking und erhält alle Token (inklusive der re-stakten Rewards) auf ihre Wallet. Zu welchem Zeitpunkt sind die Staking-Einkünfte steuerpflichtig – bei automatischem Re-Staking oder erst bei Beendigung und Auszahlung auf die Wallet?","Die Steuerpflicht für die Einnahmen aus automatischer Re-Staking im Polkadot-Netzwerk liegt bei den automatischen Einnahmen selbst, nicht bei den Einnahmen, die erst nach der Beendigung des Staking-Zwecks und der Auszahlung auf die Wallet kommen.

Hier ist eine kurze Erklärung:

1. **Automatische Re-Staking**: Die automatischen Einnahmen, die von der Polkadot-Branche automatisch zurückgegeben werden, sind immer steuerfrei. Diese Einnahmen werden einfach wiederhergestellt, wenn sie benötigt werden.

2. **Beendigung und Auszahlung**: Wenn Frau Kern"
VAT-DOM-001,"Ein chinesischer Händler verkauft über einen Online-Marktplatz Kopfhörer an eine Privatperson in Österreich. Die Ware wird aus dem Drittlandsgebiet nach Österreich versendet, der Einzelwert der Sendung beträgt 145 Euro. Der Marktplatz unterstützt den Verkauf technisch und organisatorisch. Wird der Marktplatz umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte?","Ja, der Marktplatz würde umsatzsteuerlich als ob er die Gegenstände selbst erhalten und geliefert hätte behandelt werden. Dies liegt daran, dass es sich bei einem Online-Marktplatz um eine Plattform handelt, die nur das Vertriebene und den Versand von Produkten durchführt, aber nicht die Ware selbst produziert oder verarbeitet hat.

In Deutschland, zum Beispiel, würde der Marktplatz daher im Rahmen des Umstahlssteuergesetzes (UStG) als ""Verkäufer"" angesehen und damit für den Umsatzsteuersatz zuständig sein. Das bedeutet, dass der Marktplatz für den ges"
VAT-DOM-002,"A in Polen verkauft Waren an B in Tschechien, B verkauft dieselben Waren weiter an C in Österreich. Die Ware wird unmittelbar von Polen nach Österreich befördert. B organisiert die Beförderung und teilt A seine polnische Umsatzsteuer-Identifikationsnummer mit, also jene des Mitgliedstaats, aus dem die Gegenstände versendet werden. Welcher Lieferung wird die Beförderung zugeordnet?","Die Beförderung der Ware wird zugeordnet zur Lieferung von A in Polen. Da A die Ware direkt von Polen nach Österreich befördert, ist diese Lieferung für die Beförderungsrechnung von A in Polen zu verzeichnen."
VAT-DOM-003,"Ein Auftraggeber übergibt einem Unternehmer Feingold zur Herstellung eines Schmuckstücks. Statt genau aus diesem Gold zu arbeiten, überlässt der Unternehmer dem Auftraggeber aus seinem eigenen Bestand ein gleichartiges fertiges Schmuckstück, wie er es typischerweise aus solchem Stoff herstellt. Das Entgelt wird als reiner Werklohn berechnet und hängt nicht vom Unterschied zwischen dem Marktpreis des empfangenen Goldes und jenem des überlassenen Schmuckstücks ab. Liegt eine Lieferung oder eine sonstige Leistung vor?","In diesem Fall handelt es sich um einen ""lieferbaren"" oder ""leistungsbaren"" Auftrag. Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Lieferbaren Aufträge**: Diese sind diejenigen, bei denen das Unternehmen (der Unternehmer) den Auftraggeber für die Lieferung von einer bestimmten Ware oder Dienstleistung verpflichtet.

2. **Leistungsbaren Aufträge**: Diese sind diejenigen, bei denen das Unternehmen den Auftraggeber für eine spezielle Leistung oder Dienstleistung verpflichtet.

3. **Gleichwertige Lieferungen**: Wenn der Unternehmer dem Auf"
VAT-DOM-004,Eine schweizerische Gesellschaft verkauft an eine deutsche GmbH Eintrittsberechtigungen für eine Fachmesse in Wien weiter. Die schweizerische Gesellschaft handelt im eigenen Namen im Rahmen einer Besorgungsleistung. Liegt der Leistungsort der weiterverrechneten Eintrittsberechtigungen in Österreich?,"Ja, der Leistungsort der Weiterverrechneten Eintrittsberechtigungen liegt in Österreich.

Die Regelung hierzu basiert auf den Verträgen zwischen dem Schweizerischen Bundesrat und dem Deutschen Bundestag über die Zusammenarbeit im Bereich der Wirtschafts- und Handelsbeziehungen (WHA). Diese Verträge enthalten einen Übergangssatz, der die Rechtsvorschriften des Bundesstaates, aus dem das Unternehmen stammt, anwendet, wenn es sich um eine Geschäftsleistung handelt, bei der die von ihm erworbenen Eigentumsrechte oder Interessen in einem anderen Land verwendet werden.

In diesem Fall ist"
VAT-DOM-005,"Ein österreichischer Unternehmer überträgt ein wissenschaftliches Seminar ausschließlich per Livestream an eine Privatperson mit Wohnsitz in Spanien. Es gibt keine physische Teilnahme vor Ort. Liegt der Leistungsort in Österreich, weil der Unternehmer von dort streamt?","Ja, der Leistungsort liegt in Österreich. Einige wichtige Punkte zu berücksichtigen:

1. **Livestream**: Die Übertragung erfolgt über das Internet, was die Grenzen des Landes überschreitet.

2. **Österreichisches Recht**: In Österreich gilt das Recht der ""Grenzüberschreitung"" für Online-Unternehmensverträge. Dies bedeutet, dass es sich um einen internen Vertrag handelt, da die Teilnahme nicht lokal stattfindet.

3. **Privatperson**: Der Privatperson ist kein Mitarbeiter oder angestellter des Unternehmers, sondern eine Person, die nur als Zuhör"
VAT-DOM-006,"Ein Auftraggeber übergibt einem Verarbeiter Silbergranulat zur Herstellung spezieller Kontakte. Vertraglich ist vereinbart, dass der Auftraggeber die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle an den Verarbeiter zurückzugeben hat. Tatsächlich gibt der Auftraggeber am Ende nicht exakt diese konkreten Rückstände zurück, sondern Silberabfälle gleicher Art, wie sie in seinem Unternehmen regelmäßig anfallen. Erstreckt sich die Lieferung des Verarbeiters trotzdem auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials?","Ja, die Lieferung des Verarbeiters reicht aus, um den gesamten ursprünglichen Silbergehalt zu decken, wenn es sich um gleiche Silberabfälle handelt. Dies liegt daran, dass die Silberabfälle identisch sind mit denen, die normalerweise im Unternehmen auftreten.

In diesem Fall würde das Verarbeiten von Silbergranulaten zum Ziel sein, also sollte der Verarbeiter die gleichen Silberabfälle wie er normalerweise erhält, um den ursprünglichen Silbergehalt zu erhalten. Wenn der Verarbeiter jedoch andere Silberabfälle verwendet, die nicht gleichzeitig vorhanden sind, könnte dies zu einer"
VAT-DOM-007,"Eine Parfümeriekette verkauft während eines Fluges von Wien nach Madrid noch vor der Landung Parfum an Bord des Flugzeugs an einen Passagier. Der Flug verläuft ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets. Gilt der Ort der Lieferung als in Spanien gelegen, weil dort der Kunde das Flugzeug verlässt?","Ja, die Lieferung gilt als in Spanien gelegen, da der Kunde das Flugzeug verlässt. Dies ist eine wichtige Regel für den Handel mit Parfümen und anderen Lebensmitteln, die im Fluggesellschaften angeboten werden.

Die Regel lautet:

1. **Parfüm-Handel**: Die Verkäuferin oder Verkäufer muss sich in dem Ort befinden, wo der Kunde das Flugzeug verlässt.
2. **Gemeinschaftsgebiet**: Das Gemeinschaftsgebiet bezieht sich auf das Gebiet, das vom Fluggesellschaften betrieben wird (z.B. Flughafen).

In"
VAT-DOM-008,"Ein österreichischer Stromhändler liefert Elektrizität an einen Wiederverkäufer in Italien, dessen Haupttätigkeit im Erwerb und in der Weiterlieferung von Elektrizität besteht; der Eigenverbrauch des italienischen Abnehmers ist nur von untergeordneter Bedeutung. Der Strom wird nicht an eine besondere Betriebsstätte geliefert. Liegt der Ort der Lieferung dort, wo der Strom physisch eingespeist wird?","Ja, der Ort der Lieferung liegt bei dem Wiederverkaufsbetrieb in Italien. Dies gilt insbesondere wenn die Lieferung keine spezielle Betriebsstätte enthält, sondern lediglich elektrisches Potential oder Energie ausgeliefert wird.

In diesem Fall ist es wichtig zu beachten:

1. **Elektrotechnik**: Die elektrische Leitung (Leiter) zwischen den beiden Unternehmen kann als ""elektrotechnische Verbindung"" betrachtet werden.
2. **Gesetzliche Regelungen**: In Österreich gibt es keine speziellen Gesetze, die dies ändern würden. Es hängt jedoch von der Art der"
VAT-DOM-009,Ein Unternehmer ordnet ein Bürogebäude seinem Unternehmen zu; bei Anschaffung bestand ein teilweiser Vorsteuerabzug. Später nutzt er einen Teil des Gebäudes unentgeltlich privat. Wird diese Verwendung nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt?,"Ja, die Nutzung eines Teilgebäudes für private Zwecke kann nach § 3a Absatz 1a Nummer 1 der Steuerzuständenverordnung (StVZO) als ""andererlei Leistung"" betrachtet werden, falls es sich um eine genügend lange Zeit handelt.

Die Regelung lautet:

§ 3a StVZO:
""Der Gebrauch von Immobilien oder anderer Eigentums- oder Vermögensgüter im Sinne der hierfür vorgesehenen Rechte ist in den meisten Fällen nicht als Leistung zu bezeichnen.""

Daher wird das Gebrauchsberechtigte (in diesem Fall der"
VAT-DOM-010,"Ein Schweizer Unternehmer verkauft eine Maschine an einen österreichischen Kunden. Die Maschine wird in Zürich einem Spediteur übergeben, der sie im Auftrag des Verkäufers nach Graz transportiert. Der österreichische Kunde erlangt die Verfügungsmacht erst nach Ankunft in Graz. Liegt der Ort der Lieferung in Österreich, weil sich die Maschine dort bei Verschaffung der Verfügungsmacht befindet?","Ja, das ist korrekt. Wenn der Ort der Lieferung (in diesem Fall Graz) liegt in Österreich, dann gilt für den Zweck der Verfügungsmacht die Regel von ""Gemeinschaftsrecht"" oder ""Zuständigkeit der Gemeinde"". Dies bedeutet, dass die Verfügungsmacht in Österreich besteht.

In Österreich gibt es keine spezielle Regel, die die Verfügungsmacht nur in einer bestimmten Region festlegt. Stattdessen handelt es sich um die allgemeine Regel, dass die Verfügungsmacht dem lokalen Bezirksamt zustandert.

Es ist wichtig zu beachten, dass dies nicht unbedingt bedeuten muss, dass der Österreicher die Mas"
VAT-DOM-011,"Ein Produzent übergibt Waren an einen Kommissionär, der sie im eigenen Namen, aber für Rechnung des Produzenten verkaufen soll. Die Waren befinden sich bereits im Lager des Kommissionärs, wurden aber noch nicht an den Endkunden verkauft. Gilt die Lieferung des Produzenten an den Kommissionär bereits als ausgeführt?","Ja, die Lieferung von Waren vom Produzent an den Kommissionär gilt als ausgeführt. Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Vertragliche Bestimmungen**: Der Vertrag zwischen dem Produzenten und dem Kommissionär sollte klar beschreiben, dass die Lieferung erfolgt und die Ware in den Besitz des Kommissionärs übergeht.

2. **Lagerstand**: Wenn die Ware bereits im Lager des Kommissionärs liegt, ist es wichtig, sicherzustellen, dass diese Informationen korrekt in den Vertragsbestand eingetragen werden.

3. **Rechnungsstellung**: Die Rechnung des Kommissionä"
VAT-DOM-012,"Ein Unternehmer verarbeitet vom Auftraggeber beigestellten Stahl zu einer Produktionsanlage und verwendet dabei zusätzlich selbst beschaffte Motoren und Steuerungseinheiten, die nicht bloß Zutaten oder Nebensachen sind. Die fertige Anlage wird fest mit dem Boden der Fabrikhalle verbunden. Ist die Leistung als sonstige Leistung oder als Lieferung zu behandeln?","In diesem Fall würde ich den Betrieb als eine Lieferung betrachten. Hier ist der Grund:

1. **Produktivität**: Der Unternehmer hat die Fertigung von Stahl für eine Produktion anstelle des Auftragsgebers durchgeführt.

2. **Verantwortlichkeiten**: Er hat die Verantwortung für die Qualität und die Leistung der Anlage übernommen.

3. **Feststellung**: Die Anlage wurde fest mit dem Boden der Fabrikhalle verbunden, was einen technischen Zusammenhang zwischen der Lieferung und der Nutzung herstellt.

4. **Zweck**: Die Hauptzielsetzung war die Herstellung eines Produkts (die Anlage),"
VAT-DOM-013,Ein deutscher Energieversorger liefert Elektrizität an eine österreichische Papierfabrik in Linz. Die österreichische Abnehmerin ist kein Wiederverkäufer; sie verbraucht den Strom selbst in der Produktion. Liegt der Ort der Lieferung am Sitz des deutschen Lieferers?,"Ja, das liegt dem Ort der Lieferung am Sitz des deutschen Lieferers vorbei. In diesem Fall wäre es die Österreicherin als Verbraucher zu betrachten, da sie den Strom selbst in der Produktion nutzt. Der Ort der Lieferung (Linz) entspricht nicht dem Sitz des Lieferers (Deutschland)."
VAT-DOM-014,"Eine österreichische Vermittlerin vermittelt für eine Privatperson aus Italien den Kauf einer Maschine, die sich zum Zeitpunkt der Verschaffung der Verfügungsmacht in Belgien befindet und nicht befördert oder versendet wird. Wo liegt der Ort der Vermittlungsleistung?","Die Vermittlungsleistung liegt im Lande, wo die Vermittlung stattfindet. In diesem Fall ist das Verfahren in Belgien stattgefunden hat, da die Maschine sich dort befand, als sie verkauft wurde. Daher liegt die Vermittlungsleistung in Belgien."
