id,prompt,baseline_answer,correct_answer,sources
ESTG-NEW-013,"Frau Eder hält 100 Token des Projekts ‚SynthX' auf einer DeFi-Plattform. Im Februar 2026 führt das Projekt eine ‚Token-Migration' durch: Alle SynthX-Token werden im Verhältnis 1:1 gegen neue ‚SynthX-v2'-Token getauscht. Die Migration erfolgt automatisch durch einen Smart Contract; Frau Eder muss lediglich eine Transaktion bestätigen. Die wirtschaftliche Funktion und die Governance-Rechte bleiben identisch, lediglich der Smart-Contract-Code wird aktualisiert. Der Marktwert beträgt zum Migrationszeitpunkt EUR 50 pro Token. Die ursprünglichen Anschaffungskosten von Frau Eders SynthX-Token betrugen EUR 10 pro Token. Liegt ein steuerpflichtiger Tausch vor?","Nein, ein steuerpflichtiger Tausch liegt nicht vor. Die Token-Migration ist eine Änderung der wirtschaftlichen Funktion und der Governance-Rechte, aber die wertmäßige Identität der Token bleibt erhalten. Der Marktwert und die Anschaffungskosten bleiben auch identisch. Daher handelt es sich nicht um einen steuerpflichtigen Tausch.","Ja. Obwohl die wirtschaftliche Funktion unverändert bleibt, handelt es sich rechtlich um einen Tausch einer Kryptowährung gegen eine andere, da SynthX und SynthX-v2 technisch verschiedene Token mit verschiedenen Smart Contracts sind. Ein Token-Swap stellt eine Veräußerung des alten und eine Anschaffung des neuen Tokens gemäß § 27b Abs. 1 EStG dar. Dass die Migration ‚automatisch' erfolgt und wirtschaftlich neutral ist, ändert an der steuerlichen Qualifikation nichts – maßgeblich ist die rechtliche Zuordnung. Veräußerungserlös: 100 × EUR 50 = EUR 5.000. Anschaffungskosten: 100 × EUR 10 = EUR 1.000. Steuerpflichtiger Gewinn: EUR 4.000, besteuert mit 27,5 %. Die Anschaffungskosten der SynthX-v2 betragen EUR 50 pro Token.",§ 27b Abs. 1 EStG; § 27a Abs. 1 EStG
ESTG-NEW-014,"Herr Steiner ist österreichischer Steuerresident und betreibt Ethereum-Staking. Er verwendet dafür einen sogenannten ‚Liquid Staking'-Dienst: Er hinterlegt 32 ETH und erhält dafür 32 ‚stETH'-Token, die den Wert der gestakten ETH plus laufende Rewards abbilden. Die stETH sind frei handelbar. Durch den Rebase-Mechanismus steigt die Anzahl der stETH in seiner Wallet automatisch – im Jahr 2026 von 32 auf 33,6 stETH, ohne dass eine separate Gutschrift erfolgt. Herr Steiner verkauft im Dezember 2026 alle 33,6 stETH gegen ETH. Wie sind die Einkünfte aus dem Rebase und aus dem Verkauf steuerlich zu behandeln?","Die Einkünfte aus dem Rebase und aus dem Verkauf sind steuerlich zu behandeln.

Die stETH sind als ""Sondervermögen"" anzusehen, da sie den Wert der gestakten ETH plus laufende Rewards abbilden. Der Rebase-Mechanismus führt zu einer Erhöhung der Anzahl der stETH, ohne dass eine separate Gutschrift erfolgt. Dieser Rebase ist also keine Einnahme im Sinne des Einkommensteuergesetzes.

Der Verkauf der 33,6 stETH gegen ETH ist jedoch eine Einnahme im Sinne des Einkommensteuergesetzes. Die E","Die Hinterlegung der 32 ETH gegen 32 stETH stellt einen Tausch und damit eine Veräußerung/Anschaffung gemäß § 27b Abs. 1 EStG dar, da stETH eine eigenständige Kryptowährung ist. Der Rebase-Mechanismus, der die Anzahl der stETH automatisch erhöht, stellt wirtschaftlich die Gutschrift von Staking-Erträgen dar. Obwohl keine separate ‚Reward-Gutschrift' erfolgt, sind die durch den Rebase hinzukommenden stETH als Einkünfte aus der Überlassung von Kryptowährungen gemäß § 27b Abs. 2 EStG im Zeitpunkt des Zuflusses (Rebase-Zeitpunkt) steuerpflichtig. Der Zufluss der 1,6 stETH durch den Rebase ist mit dem jeweiligen Marktwert zum Zeitpunkt jedes einzelnen Rebases zu bewerten. Die Anschaffungskosten der durch Rebase erhaltenen stETH betragen EUR 0 (§ 27b Abs. 2 letzter Satz). Der Verkauf aller 33,6 stETH gegen ETH ist ein weiterer steuerpflichtiger Tausch nach § 27b Abs. 1 EStG, wobei der gleitende Durchschnittspreis anzuwenden ist.",§ 27b Abs. 1 EStG; § 27b Abs. 2 EStG; § 27b Abs. 3a EStG; § 27a Abs. 1 EStG
ESTG-NEW-015,"Frau Hofer hat im August 2025 über eine ausländische Plattform 10.000 USDT (Tether, ein Stablecoin) zu je EUR 0,92 erworben. Im Februar 2026 tauscht sie 5.000 USDT direkt gegen 5.000 USDC (USD Coin) auf einer dezentralen Börse, als der Marktwert beider Stablecoins jeweils EUR 0,95 beträgt. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR auf einer österreichischen Börse zu EUR 0,97 pro USDT. Frau Hofer ist der Ansicht, dass Stablecoin-zu-Stablecoin-Tausche nicht steuerbar sind, da kein ‚echter' Kursgewinn vorliegt und beide Token denselben Basiswert (USD) abbilden. Ist diese Ansicht korrekt?",Ich kann diese Frage nicht beantworten.,"Nein. Auch der Tausch eines Stablecoins gegen einen anderen Stablecoin stellt eine Veräußerung und Neuanschaffung gemäß § 27b Abs. 1 EStG dar. USDT und USDC sind rechtlich und technisch verschiedene Kryptowährungen, unabhängig davon, dass beide den US-Dollar abbilden. Die wirtschaftliche Ähnlichkeit begründet keine steuerliche Identität. Tausch USDT gegen USDC im Februar 2026: Veräußerungserlös 5.000 × EUR 0,95 = EUR 4.750, Anschaffungskosten 5.000 × EUR 0,92 = EUR 4.600, steuerpflichtiger Gewinn EUR 150. Tausch USDT gegen EUR im Mai 2026: Veräußerungserlös 5.000 × EUR 0,97 = EUR 4.850, Anschaffungskosten 5.000 × EUR 0,92 = EUR 4.600, steuerpflichtiger Gewinn EUR 250. Beide Vorgänge unterliegen dem Sondersteuersatz von 27,5 %.",§ 27b Abs. 1 EStG; § 27a Abs. 1 EStG
ESTG-NEW-016,"Herr Novak betreibt eine Einzelfirma (Gewerbebetrieb) und hält privat 20 ETH, die er 2023 zu EUR 1.500/Stück angeschafft hat. Im Jänner 2026 transferiert er die 20 ETH in das Wallet seiner Einzelfirma, um sie dort als Liquiditätsreserve zu verwenden. Der Marktwert zum Zeitpunkt der Einlage beträgt EUR 3.200 pro ETH. Herr Novak entnimmt im Juni 2026 10 ETH aus dem Betriebsvermögen zurück in sein Privatvermögen (Marktwert EUR 3.500/ETH) und verkauft im September 2026 die 10 entnommenen ETH zu EUR 3.800/ETH. Welche steuerlichen Folgen ergeben sich aus der Einlage, der Entnahme und dem Verkauf?","Die Einlage der 20 ETH in die Einzelfirma im Jänner 2026 ist steuerlich neutral, da es sich um eine Einlage in das Betriebsvermögen handelt. Der Marktwert zum Zeitpunkt der Einlage ist nicht relevant.

Die Entnahme von 10 ETH aus dem Betriebsvermögen im Juni 2026 ist steuerlich als Einkünfte aus Gewerbebetrieb zu erfassen. Der Gewinn aus der Entnahme beträgt 10 ETH * (3.500 - 3.200) = 500 EUR. Dieser Gewinn ist mit 20% Körperschaftssteuer (Körperschaftssteuer","Die Einlage der Kryptowährung aus dem Privatvermögen in das Betriebsvermögen stellt gemäß § 6 Z 5 EStG eine Einlage dar. Der Einlagewert ist grundsätzlich der Teilwert (Marktwert) zum Einlagezeitpunkt, also EUR 3.200/ETH. Die im Privatvermögen enthaltene stille Reserve (EUR 3.200 – EUR 1.500 = EUR 1.700 pro ETH) wird durch die Einlage jedoch gemäß § 6 Z 5 lit. b EStG nicht realisiert – sie bleibt im Betriebsvermögen verstrickt, die AK für die betriebliche Gewinnermittlung betragen die fortgeführten AK von EUR 1.500/Stück. Die Entnahme zum Marktwert EUR 3.500/ETH führt zu einem betrieblichen Gewinn von 10 × (3.500 – 1.500) = EUR 20.000 (Einkünfte aus Gewerbebetrieb, progressiver Tarif). Bei der anschließenden Veräußerung im Privatvermögen sind die Anschaffungskosten mit dem Entnahmewert EUR 3.500 anzusetzen. Veräußerungsgewinn: 10 × (3.800 – 3.500) = EUR 3.000, steuerpflichtig mit 27,5 % gemäß § 27b Abs. 1 iVm § 27a Abs. 1 EStG.",§ 6 Z 5 EStG; § 6 Z 5 lit. b EStG; § 23 EStG; § 27b Abs. 1 EStG; § 27a Abs. 1 EStG
ESTG-NEW-017,"Frau Wimmer erbt im März 2026 von ihrer verstorbenen Tante 3 BTC. Die Tante hatte die BTC im Februar 2021 zu EUR 35.000 pro Stück angeschafft (also vor dem Stichtag 1. März 2021 für die Übergangsregelung des ökologisch-sozialen Steuerreformgesetzes 2022). Der Marktwert zum Todestag beträgt EUR 68.000 pro BTC. Frau Wimmer verkauft im Juni 2026 alle 3 BTC zu EUR 70.000. Wie sind die Anschaffungskosten zu bestimmen, und ist der Verkauf steuerpflichtig?","Die Anschaffungskosten betragen EUR 35.000 pro BTC, da die Tante die BTC vor dem 1. März 2021 angeschafft hat.

Der Verkauf ist steuerpflichtig, da der Verkaufspreis (EUR 70.000) höher ist als der Marktwert zum Todestag (EUR 68.000).","Bei einem unentgeltlichen Erwerb (Erbschaft) tritt gemäß § 27b Abs. 3 EStG der Erbe in die Rechtsposition des Rechtsvorgängers ein (Buchwertfortführung). Entscheidend ist, dass die Tante die BTC vor dem 1. März 2021 angeschafft hat – somit greift die Übergangsregelung des § 124b Z 384 lit. a EStG. Für Kryptowährungen, die vor dem 1. März 2021 angeschafft wurden, gilt die alte Rechtslage (Spekulationsfrist gemäß § 31 EStG aF). Da die Spekulationsfrist von einem Jahr bereits abgelaufen war, wären die BTC bei der Tante bei Veräußerung steuerfrei gewesen. Da Frau Wimmer in deren Rechtsposition eintritt, sind auch bei ihr die BTC steuerfrei veräußerbar. Der Altvermögensstatus geht mit der Erbschaft über. Es fällt keine Einkommensteuer an.",§ 27b Abs. 3 EStG; § 124b Z 384 lit. a EStG; § 31 EStG aF
ESTG-NEW-018,"Herr Zach hält Token auf einer zentralisierten Kryptobörse (CEX). Im April 2026 wird die Börse insolvent und der Zugang zu den Guthaben wird gesperrt. Herr Zach hält 15 ETH mit Anschaffungskosten von EUR 2.400/ETH (Gesamtwert zum Zeitpunkt der Insolvenz: ca. EUR 48.000). Im Insolvenzverfahren wird eine Quote von 20 % angekündigt. Herr Zach erhält schließlich im Oktober 2026 eine Zahlung von EUR 9.600 (= 20 % von EUR 48.000). Er möchte den Verlust steuerlich geltend machen. Kann er einen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen, und wenn ja, in welcher Höhe und zu welchem Zeitpunkt?","Ich bin nicht sicher, ob die Kryptowährung ""Token"" in der Frage als Kryptowährung oder als Token einer zentralisierten Kryptobörse verstanden werden soll. Da Token keine Kryptowährung ist, kann ich die Frage nicht beantworten.","Ein Verlust aus Kryptowährungen kann gemäß § 27 Abs. 8 EStG nur bei einer tatsächlichen Veräußerung oder einem dieser gleichgestellten Vorgang verrechnet werden. Der bloße Verlust des Zugangs durch die Insolvenz der Börse stellt noch keine Veräußerung dar. Allerdings kommt ein Forderungsausfall in Betracht: Die Guthaben auf der CEX stellen wirtschaftlich eine Forderung gegen die Börse dar. Die Realisation des Verlustes erfolgt im Zeitpunkt der endgültigen Quotenausschüttung bzw. Bestätigung der Abschlussquote. Die Anschaffungskosten betragen 15 × EUR 2.400 = EUR 36.000. Der erhaltene Betrag beträgt EUR 9.600. Der realisierte Verlust beträgt EUR 36.000 – EUR 9.600 = EUR 26.400. Dieser Verlust ist im Rahmen des § 27 Abs. 8 EStG mit anderen Einkünften aus Kapitalvermögen gemäß § 27 verrechenbar, jedoch nicht vortragsfähig.",§ 27 Abs. 8 EStG; § 27b Abs. 1 EStG; § 27 Abs. 3 EStG
ESTG-NEW-019,"Herr Brandstätter ist österreichischer Steuerresident und besitzt Aktien der US-amerikanischen Y-Corp. Im August 2026 führt Y-Corp einen ‚Reverse Stock Split' 1:10 durch (10 alte Aktien werden zu 1 neuen zusammengelegt). Herr Brandstätter hielt 1.000 Aktien (Anschaffungskosten EUR 5/Stück = EUR 5.000) und hält nach dem Reverse Split 100 Aktien. Für seine 5 ‚überschüssigen' Aktien (da er 1.005 Aktien hatte, wovon 5 nicht glatt teilbar sind) erhält er eine Barabfindung von EUR 250. Herr Brandstätter ist der Ansicht, dass der gesamte Reverse Split kein steuerlich relevanter Vorgang ist. Stimmt das?","Nein, das ist nicht korrekt. Ein Reverse Stock Split ist ein steuerlich relevanter Vorgang. 

Die Barabfindung von EUR 250 ist steuerpflichtig Einkommen. Die Anschaffungskosten der 5 überschüssigen Aktien betragen EUR 250. 

Die Anschaffungskosten der 100 Aktien nach dem Reverse Split betragen EUR 5.000. 

Die Anschaffungskosten der 995 Aktien (1.005 - 10) betragen EUR 4.995. 

Die Anschaffungskosten der 100 Aktien betragen also EUR 5.000.","Der Reverse Stock Split an sich ist für die glatten Anteile kein steuerpflichtiger Vorgang, da sich nur die Stückelung ändert und die Beteiligungsquote unverändert bleibt. Die Anschaffungskosten der alten Aktien werden auf die neuen Aktien übertragen: 1.000 Aktien × EUR 5 = EUR 5.000, aufgeteilt auf 100 neue Aktien = EUR 50/Aktie. Für die 5 überschüssigen Aktien (Spitze), die gegen Barabfindung eingezogen werden, liegt jedoch eine Veräußerung gemäß § 27 Abs. 3 EStG vor. Die Anschaffungskosten der 5 Spitzenaktien betragen 5 × EUR 5 = EUR 25. Veräußerungserlös: EUR 250. Steuerpflichtiger Gewinn aus der Spitzenabfindung: EUR 250 – EUR 25 = EUR 225, steuerpflichtig mit 27,5 % (§ 27a Abs. 1 EStG). Der Reverse Split ist daher nicht zur Gänze steuerlich neutral.",§ 27 Abs. 3 EStG; § 27a Abs. 3 Z 2 lit. a EStG; § 27a Abs. 1 EStG
ESTG-NEW-020,"Frau Kern betreibt seit 2025 Staking auf der Polkadot-Blockchain. Ihre Staking-Rewards werden im Polkadot-Netzwerk automatisch re-staked (‚Compounding'), d.h. die Rewards werden ohne aktives Zutun direkt wieder dem Staking zugeführt. Im Jahr 2026 hätte Frau Kern insgesamt 500 DOT an Rewards erhalten, die alle automatisch re-staked wurden. Sie hat die Rewards nie in ihrer frei verfügbaren Wallet erhalten. Der Marktwert der 500 DOT zum jeweiligen Gutschriftzeitpunkt beträgt insgesamt EUR 3.400. Im Dezember 2026 beendet Frau Kern das Staking und erhält alle Token (inklusive der re-stakten Rewards) auf ihre Wallet. Zu welchem Zeitpunkt sind die Staking-Einkünfte steuerpflichtig – bei automatischem Re-Staking oder erst bei Beendigung und Auszahlung auf die Wallet?","Die Frage nach der Steuerpflichtigkeit der Staking-Einkünfte ist komplex und kann je nach individuellen Umständen variieren. In Österreich ist die Steuerpflicht von Einkünften aus Kapitalvermögen (wie Token) grundsätzlich ab dem Zeitpunkt gegeben, in dem sie dem Steuerpflichtigen zur Verfügung stehen.

Da die Rewards von Frau Kern automatisch re-staked wurden, ohne dass sie sie in ihrer Wallet erhalten hat, ist die Frage, ob sie bereits vor der Beendigung des Staking steuerpflichtig waren.

In diesem Fall ist die Antwort: Nein, die Staking-Einkünfte sind nicht bereits vor der Beendigung des St","Die Staking-Rewards sind bereits zum Zeitpunkt der jeweiligen Gutschrift steuerpflichtig, nicht erst bei Beendigung des Stakings und Übertragung auf die Wallet. Gemäß § 27b Abs. 2 EStG entsteht die Steuerpflicht für Einkünfte aus der Überlassung von Kryptowährungen mit dem Zufluss. Beim automatischen Re-Staking (Compounding) erfolgt der Zufluss bereits mit der Gutschrift der Rewards im Staking-Protokoll, da die Rewards dem Steuerpflichtigen in diesem Moment wirtschaftlich zugerechnet werden – auch wenn sie automatisch wieder gestakt werden. Die ‚Verfügung' besteht darin, dass das automatische Re-Staking jederzeit hätte deaktiviert werden können. Die Einkünfte betragen EUR 3.400, verteilt auf die jeweiligen Zuflusszeitpunkte, jeweils steuerpflichtig mit 27,5 %. Die Anschaffungskosten der durch Re-Staking erhaltenen DOT betragen EUR 0. Die Beendigung des Stakings und Auszahlung auf die Wallet ist kein zusätzlicher steuerpflichtiger Vorgang.",§ 27b Abs. 2 EStG; § 19 Abs. 1 EStG; § 27a Abs. 1 EStG
VAT-DOM-001,"Ein chinesischer Händler verkauft über einen Online-Marktplatz Kopfhörer an eine Privatperson in Österreich. Die Ware wird aus dem Drittlandsgebiet nach Österreich versendet, der Einzelwert der Sendung beträgt 145 Euro. Der Marktplatz unterstützt den Verkauf technisch und organisatorisch. Wird der Marktplatz umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte?","Ich bin hier, um dir eine sachliche Antwort zu geben. 

Die Frage, ob der Marktplatz umsatzsteuerlich so behandelt wird, als ob er die Gegenstände selbst erhalten und geliefert hätte, hängt von der Definition eines ""Verbrauchsbereichs"" ab. 

Der Verbrauchsbereich ist das Gebiet, in dem der Unternehmer seine Waren verbraucht oder abgegeben hat. Wenn der Marktplatz den Verkauf technisch und organisatorisch unterstützt, kann dies dazu führen, dass der Verbrauchsbereich des Marktplatzes auf das Gebiet des Käufers ausgedehnt wird.","Ja. Unterstützt ein Unternehmer über eine elektronische Schnittstelle einen Einfuhr-Versandhandelsumsatz und übersteigt der Einzelwert der Waren je Sendung 150 Euro nicht, wird er so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte.","§ 3 Abs. 3a Z 1 UStG 1994, § 3 Abs. 8a UStG 1994"
VAT-DOM-002,"A in Polen verkauft Waren an B in Tschechien, B verkauft dieselben Waren weiter an C in Österreich. Die Ware wird unmittelbar von Polen nach Österreich befördert. B organisiert die Beförderung und teilt A seine polnische Umsatzsteuer-Identifikationsnummer mit, also jene des Mitgliedstaats, aus dem die Gegenstände versendet werden. Welcher Lieferung wird die Beförderung zugeordnet?",Die Beförderung wird der Lieferung von A an B zugeordnet.,"Die Beförderung wird der Lieferung durch den Zwischenhändler B zugeordnet, also der Lieferung B an C. Teilt der Zwischenhändler seinem Lieferer die UID des Abgangsmitgliedstaats mit, greift § 3 Abs. 15 Z 1 lit. b; die davorliegende Lieferung A an B gilt dann dort als ausgeführt, wo die Beförderung beginnt.","§ 3 Abs. 15 Z 1 lit. b UStG 1994, § 3 Abs. 15 Z 3 UStG 1994, § 3 Abs. 15 Z 6 UStG 1994"
VAT-DOM-003,"Ein Auftraggeber übergibt einem Unternehmer Feingold zur Herstellung eines Schmuckstücks. Statt genau aus diesem Gold zu arbeiten, überlässt der Unternehmer dem Auftraggeber aus seinem eigenen Bestand ein gleichartiges fertiges Schmuckstück, wie er es typischerweise aus solchem Stoff herstellt. Das Entgelt wird als reiner Werklohn berechnet und hängt nicht vom Unterschied zwischen dem Marktpreis des empfangenen Goldes und jenem des überlassenen Schmuckstücks ab. Liegt eine Lieferung oder eine sonstige Leistung vor?","Eine Lieferung liegt vor. Der Unternehmer liefert dem Auftraggeber ein fertiges Schmuckstück, das er typischerweise aus Feingold herstellt. Der Schwerpunkt liegt auf der Lieferung des Schmuckstücks, nicht auf der Herstellung aus dem empfangenen Gold.","Es liegt eine sonstige Leistung (Werkleistung) vor. Überlässt der Unternehmer anstelle des herzustellenden Gegenstands einen gleichartigen Gegenstand aus seinem Bestand und wird das Entgelt nach Art eines Werklohns unabhängig vom Preisunterschied berechnet, ordnet § 3a Abs. 3 die Leistung als sonstige Leistung ein.",§ 3a Abs. 3 UStG 1994
VAT-DOM-004,Eine schweizerische Gesellschaft verkauft an eine deutsche GmbH Eintrittsberechtigungen für eine Fachmesse in Wien weiter. Die schweizerische Gesellschaft handelt im eigenen Namen im Rahmen einer Besorgungsleistung. Liegt der Leistungsort der weiterverrechneten Eintrittsberechtigungen in Österreich?,"Der Leistungsort ist nicht in Österreich, da die schweizerische Gesellschaft die Eintrittsberechtigungen im eigenen Namen im Rahmen einer Besorgungsleistung verkauft. Der Vertrag wird zwischen der schweizerischen Gesellschaft und der deutschen GmbH abgeschlossen.","Ja. Besorgt ein Unternehmer eine sonstige Leistung, sind die für die besorgte Leistung geltenden Vorschriften entsprechend anzuwenden. Bei Eintrittsberechtigungen und damit zusammenhängenden Leistungen für Veranstaltungen an einen Unternehmer liegt der Leistungsort dort, wo die Veranstaltung tatsächlich stattfindet. Da die Messe in Wien stattfindet, liegt der Leistungsort in Österreich.","§ 3a Abs. 4 UStG 1994, § 3a Abs. 11a UStG 1994"
